date,race,first_dose,second_dose,third_dose,fourth_dose,total_deaths,total_vax
2023-01-17,asian,45,19,63,139,NA,266
2023-01-17,other,48,21,68,101,NA,238
2023-01-17,white,126,92,268,642,NA,1128
2023-01-18,african_american,133,95,212,418,5242,858
2023-01-18,asian,43,23,65,150,495,281
2023-01-18,other,46,20,50,101,1238,217
2023-01-18,white,126,87,278,637,8868,1128
2023-01-19,african_american,126,85,201,402,5246,814
2023-01-19,asian,50,29,60,149,496,288
2023-01-19,other,53,30,79,91,1238,253
2023-01-19,white,126,91,230,606,8877,1053
2023-01-20,african_american,123,86,252,490,5249,951
2023-01-20,asian,54,27,74,172,496,327
2023-01-20,other,52,21,73,110,1238,256
2023-01-20,white,171,93,291,717,8885,1272
2023-01-21,african_american,48,42,98,198,5250,386
2023-01-21,asian,23,14,30,104,498,171
2023-01-21,other,20,6,24,51,1239,101
2023-01-21,white,74,38,126,385,8892,623
2023-01-22,african_american,17,10,35,92,NA,154
2023-01-22,asian,21,4,14,56,NA,95
2023-01-22,other,12,3,15,34,NA,64
2023-01-22,white,27,20,73,209,NA,329
2023-01-23,african_american,115,67,220,387,NA,789
2023-01-23,asian,39,16,53,98,NA,206
2023-01-23,other,55,19,67,68,NA,209
2023-01-23,white,120,74,228,543,NA,965
2023-01-24,african_american,141,94,190,400,5258,825
2023-01-24,asian,32,23,47,99,498,201
2023-01-24,other,38,17,58,89,1239,202
2023-01-24,white,114,76,226,470,8914,886
2023-01-25,african_american,128,76,210,314,5260,728
2023-01-25,asian,28,19,51,92,498,190
2023-01-25,other,50,21,65,65,1240,201
2023-01-25,white,113,65,250,422,8918,850
2023-01-26,african_american,117,77,196,395,5262,785
2023-01-26,asian,37,25,60,100,498,222
2023-01-26,other,40,23,47,70,1241,180
2023-01-26,white,119,67,219,456,8923,861
2023-01-27,african_american,128,82,214,370,5263,794
2023-01-27,asian,40,28,92,154,499,314
2023-01-27,other,68,36,76,84,1241,264
2023-01-27,white,183,101,260,599,8926,1143
2023-01-28,african_american,35,21,57,141,5265,254
2023-01-28,asian,19,11,24,70,499,124
2023-01-28,other,22,3,24,44,1241,93
2023-01-28,white,54,27,94,253,8932,428
2023-01-29,african_american,26,19,35,67,NA,147
2023-01-29,asian,20,6,15,24,NA,65
2023-01-29,other,6,10,5,20,NA,41
2023-01-29,white,20,12,33,155,NA,220
2023-01-30,african_american,118,76,174,284,NA,652
2023-01-30,asian,28,20,37,112,NA,197
2023-01-30,other,43,18,51,57,NA,169
2023-01-30,white,110,63,178,363,NA,714
2023-01-31,african_american,91,77,161,283,5269,612
2023-01-31,asian,29,21,46,90,499,186
2023-01-31,other,44,16,52,55,1241,167
2023-01-31,white,108,60,206,363,8944,737
2023-02-01,african_american,125,62,143,272,5273,602
2023-02-01,asian,33,18,49,70,501,170
2023-02-01,other,40,21,37,62,1241,160
2023-02-01,white,98,75,199,378,8951,750
2023-02-02,african_american,128,72,154,284,5277,638
2023-02-02,asian,39,10,34,76,501,159
2023-02-02,other,37,20,36,50,1242,143
2023-02-02,white,122,72,237,377,8958,808
2023-02-03,african_american,106,69,166,290,5279,631
2023-02-03,asian,55,18,62,117,501,252
2023-02-03,other,35,24,64,71,1242,194
2023-02-03,white,112,82,197,459,8966,850
2023-02-04,african_american,37,37,42,93,5282,209
2023-02-04,asian,21,15,15,54,501,105
2023-02-04,other,6,12,12,40,1242,70
2023-02-04,white,53,33,62,194,8978,342
2023-02-05,african_american,21,21,20,61,NA,123
2023-02-05,asian,8,4,15,24,NA,51
2023-02-05,other,4,3,11,16,NA,34
2023-02-05,white,24,10,29,112,NA,175
2023-02-06,african_american,97,44,133,207,NA,481
2023-02-06,asian,43,16,36,68,NA,163
2023-02-06,other,36,21,44,46,NA,147
2023-02-06,white,101,47,161,313,NA,622
2023-02-07,african_american,87,59,147,256,5286,549
2023-02-07,asian,18,25,33,55,503,131
2023-02-07,other,38,19,57,43,1242,157
2023-02-07,white,110,44,171,339,8988,664
2023-02-08,african_american,97,80,160,283,5293,620
2023-02-08,asian,28,23,34,55,503,140
2023-02-08,other,49,18,38,39,1243,144
2023-02-08,white,93,57,140,287,8994,577
2023-02-09,african_american,108,95,137,246,5297,586
2023-02-09,asian,26,11,45,64,503,146
2023-02-09,other,37,19,59,46,1244,161
2023-02-09,white,93,63,176,302,9001,634
2023-02-10,african_american,105,63,164,276,5298,608
2023-02-10,asian,28,16,50,100,503,194
2023-02-10,other,46,29,53,67,1244,195
2023-02-10,white,107,83,189,343,9008,722
2023-02-11,african_american,29,30,38,64,5300,161
2023-02-11,asian,25,20,27,50,503,122
2023-02-11,other,14,10,20,41,1244,85
2023-02-11,white,48,28,69,174,9010,319
2023-02-12,african_american,28,9,11,29,NA,77
2023-02-12,asian,7,3,9,21,NA,40
2023-02-12,other,8,4,5,19,NA,36
2023-02-12,white,15,9,21,74,NA,119
2023-02-13,african_american,96,49,121,180,NA,446
2023-02-13,asian,20,10,22,54,NA,106
2023-02-13,other,30,23,42,26,NA,121
2023-02-13,white,58,40,130,246,NA,474
2023-02-14,african_american,87,66,123,175,5306,451
2023-02-14,asian,23,11,26,50,504,110
2023-02-14,other,28,8,26,30,1245,92
2023-02-14,white,69,50,154,210,9020,483
2023-02-15,african_american,93,58,128,200,5307,479
2023-02-15,asian,27,7,30,61,506,125
2023-02-15,other,41,12,28,52,1245,133
2023-02-15,white,63,53,151,257,9029,524
2023-02-16,african_american,96,47,122,185,5307,450
2023-02-16,asian,21,11,42,44,506,118
2023-02-16,other,30,20,33,36,1245,119
2023-02-16,white,76,54,161,232,9040,523
2023-02-17,african_american,90,64,166,258,5310,578
2023-02-17,asian,26,7,46,82,506,161
2023-02-17,other,51,21,40,52,1245,164
2023-02-17,white,85,49,148,290,9047,572
2023-02-18,african_american,30,23,50,97,5315,200
2023-02-18,asian,16,16,24,53,506,109
2023-02-18,other,14,13,12,27,1245,66
2023-02-18,white,40,21,42,126,9049,229
2023-02-19,african_american,16,13,20,34,NA,83
2023-02-19,asian,3,6,13,20,NA,42
2023-02-19,other,5,6,7,10,NA,28
2023-02-19,white,17,15,27,61,NA,120
2023-02-20,african_american,45,45,91,147,NA,328
2023-02-20,asian,16,11,35,45,NA,107
2023-02-20,other,28,10,24,27,NA,89
2023-02-20,white,65,28,116,188,NA,397
2023-02-21,african_american,97,49,145,202,NA,493
2023-02-21,asian,31,12,27,52,NA,122
2023-02-21,other,31,14,40,23,NA,108
2023-02-21,white,79,48,149,210,NA,486
2023-02-22,african_american,96,65,130,207,5321,498
2023-02-22,asian,23,9,30,59,506,121
2023-02-22,other,38,27,43,47,1245,155
2023-02-22,white,76,59,133,232,9063,500
2023-02-23,african_american,90,58,112,198,5323,458
2023-02-23,asian,22,13,33,39,506,107
2023-02-23,other,30,23,28,39,1246,120
2023-02-23,white,97,44,168,220,9070,529
2023-02-24,african_american,83,63,127,196,5324,469
2023-02-24,asian,19,16,36,64,506,135
2023-02-24,other,31,20,51,59,1247,161
2023-02-24,white,75,49,177,246,9074,547
2023-02-25,african_american,19,20,22,68,5325,129
2023-02-25,asian,15,5,23,33,506,76
2023-02-25,other,5,2,11,12,1247,30
2023-02-25,white,35,17,50,83,9076,185
2023-02-26,african_american,16,13,20,38,NA,87
2023-02-26,asian,7,4,17,10,NA,38
2023-02-26,other,6,4,5,8,NA,23
2023-02-26,white,15,12,23,65,NA,115
2023-02-27,african_american,56,60,93,177,NA,386
2023-02-27,asian,19,10,31,61,NA,121
2023-02-27,other,17,24,21,29,NA,91
2023-02-27,white,76,31,134,214,NA,455
2023-02-28,african_american,63,53,113,170,5328,399
2023-02-28,asian,20,14,36,55,507,125
2023-02-28,other,34,17,34,40,1248,125
2023-02-28,white,78,55,148,203,9090,484
2023-03-01,african_american,76,51,126,159,5331,412
2023-03-01,asian,15,10,32,37,508,94
2023-03-01,other,32,16,41,29,1248,118
2023-03-01,white,69,49,119,201,9100,438
2023-03-02,african_american,69,73,104,154,5333,400
2023-03-02,asian,26,14,34,50,508,124
2023-03-02,other,28,20,27,32,1249,107
2023-03-02,white,75,54,156,250,9109,535
2023-03-03,african_american,70,60,127,166,5335,423
2023-03-03,asian,22,20,34,53,508,129
2023-03-03,other,31,21,38,36,1250,126
2023-03-03,white,85,64,143,202,9113,494
2023-03-04,african_american,23,17,30,62,5338,132
2023-03-04,asian,15,7,13,34,508,69
2023-03-04,other,7,4,7,23,1250,41
2023-03-04,white,28,20,58,109,9117,215
2023-03-05,african_american,12,18,11,35,NA,76
2023-03-05,asian,5,2,12,21,NA,40
2023-03-05,other,4,2,5,6,NA,17
2023-03-05,white,14,9,25,58,NA,106
2023-03-06,african_american,64,44,114,177,NA,399
2023-03-06,asian,14,10,20,48,NA,92
2023-03-06,other,22,9,30,33,NA,94
2023-03-06,white,78,40,121,176,NA,415
2023-03-07,african_american,85,43,122,158,5343,408
2023-03-07,asian,25,8,27,43,508,103
2023-03-07,other,24,12,32,39,1250,107
2023-03-07,white,68,50,132,154,9129,404
2023-03-08,african_american,66,66,111,163,5345,406
2023-03-08,asian,13,7,27,38,508,85
2023-03-08,other,28,18,43,28,1250,117
2023-03-08,white,70,53,136,183,9135,442
2023-03-09,african_american,77,53,105,144,5345,379
2023-03-09,asian,22,16,35,49,508,122
2023-03-09,other,13,9,39,26,1250,87
2023-03-09,white,65,49,142,163,9139,419
2023-03-10,african_american,65,59,98,179,5348,401
2023-03-10,asian,23,18,26,69,508,136
2023-03-10,other,30,22,29,37,1251,118
2023-03-10,white,86,48,144,207,9141,485
2023-03-11,african_american,27,13,28,45,5352,113
2023-03-11,asian,15,7,27,39,508,88
2023-03-11,other,15,5,14,18,1251,52
2023-03-11,white,28,18,53,106,9147,205
2023-03-12,african_american,12,13,7,28,NA,60
2023-03-12,asian,11,0,10,13,NA,34
2023-03-12,other,6,2,6,8,NA,22
2023-03-12,white,16,16,25,71,NA,128
2023-03-13,african_american,71,43,92,166,NA,372
2023-03-13,asian,6,8,22,51,NA,87
2023-03-13,other,18,13,32,12,NA,75
2023-03-13,white,58,53,112,171,NA,394
2023-03-14,african_american,82,44,112,136,5354,374
2023-03-14,asian,21,7,23,45,510,96
2023-03-14,other,31,18,31,38,1253,118
2023-03-14,white,68,38,125,177,9154,408
2023-03-15,african_american,87,54,119,123,5355,383
2023-03-15,asian,20,4,28,40,509,92
2023-03-15,other,27,9,44,46,1253,126
2023-03-15,white,64,40,135,197,9154,436
2023-03-16,african_american,81,60,99,143,5356,383
2023-03-16,asian,17,13,23,34,509,87
2023-03-16,other,26,16,21,23,1253,86
2023-03-16,white,61,43,98,156,9158,358
2023-03-17,african_american,78,30,147,146,5358,401
2023-03-17,asian,16,10,34,51,509,111
2023-03-17,other,38,13,33,37,1253,121
2023-03-17,white,69,42,133,205,9162,449
2023-03-18,african_american,27,15,24,47,5360,113
2023-03-18,asian,9,7,19,33,509,68
2023-03-18,other,3,3,12,15,1253,33
2023-03-18,white,18,12,37,80,9165,147
2023-03-19,african_american,3,3,7,23,NA,36
2023-03-19,asian,12,2,6,18,NA,38
2023-03-19,other,3,4,5,11,NA,23
2023-03-19,white,11,6,22,44,NA,83
2023-03-20,african_american,83,35,102,155,NA,375
2023-03-20,asian,19,6,24,40,NA,89
2023-03-20,other,17,12,40,36,NA,105
2023-03-20,white,66,18,107,170,NA,361
2023-03-21,african_american,65,34,111,134,5364,344
2023-03-21,asian,18,10,18,41,509,87
2023-03-21,other,18,11,23,27,1253,79
2023-03-21,white,64,43,118,136,9170,361
2023-03-22,african_american,78,49,113,142,5368,382
2023-03-22,asian,13,8,28,51,509,100
2023-03-22,other,26,17,35,23,1255,101
2023-03-22,white,55,43,119,173,9175,390
2023-03-23,african_american,104,64,99,132,5370,399
2023-03-23,asian,24,4,22,41,510,91
2023-03-23,other,17,9,29,24,1255,79
2023-03-23,white,81,37,115,158,9179,391
2023-03-24,african_american,83,40,94,141,5371,358
2023-03-24,asian,23,13,31,45,511,112
2023-03-24,other,46,17,45,35,1255,143
2023-03-24,white,70,44,117,183,9181,414
2023-03-25,african_american,25,11,31,53,5371,120
2023-03-25,asian,11,4,8,17,511,40
2023-03-25,other,13,4,11,14,1255,42
2023-03-25,white,25,13,35,72,9182,145
2023-03-26,african_american,15,7,12,31,NA,65
2023-03-26,asian,5,2,6,16,NA,29
2023-03-26,other,4,3,2,11,NA,20
2023-03-26,white,14,2,17,60,NA,93
2023-03-27,african_american,68,56,118,149,NA,391
2023-03-27,asian,18,8,15,28,NA,69
2023-03-27,other,33,8,34,12,NA,87
2023-03-27,white,67,35,90,160,NA,352
2023-03-28,african_american,90,46,107,146,5374,389
2023-03-28,asian,12,10,20,32,511,74
2023-03-28,other,23,13,31,23,1255,90
2023-03-28,white,63,45,107,128,9187,343
2023-03-29,african_american,74,49,118,134,5375,375
2023-03-29,asian,14,9,28,29,511,80
2023-03-29,other,26,8,29,22,1255,85
2023-03-29,white,68,47,99,147,9193,361
2023-03-30,african_american,83,35,106,116,5376,340
2023-03-30,asian,21,6,34,41,511,102
2023-03-30,other,26,8,30,31,1255,95
2023-03-30,white,64,42,108,167,9197,381
2023-03-31,african_american,67,48,114,111,5377,340
2023-03-31,asian,25,9,39,41,511,114
2023-03-31,other,18,17,36,29,1256,100
2023-03-31,white,50,39,128,162,9199,379
2023-04-01,african_american,29,12,38,33,5377,112
2023-04-01,asian,9,2,12,14,511,37
2023-04-01,other,9,8,5,12,1256,34
2023-04-01,white,22,12,24,49,9204,107
2023-04-02,african_american,16,10,10,10,NA,46
2023-04-02,asian,6,2,7,8,NA,23
2023-04-02,other,2,2,4,8,NA,16
2023-04-02,white,10,6,13,32,NA,61
2023-04-03,african_american,65,40,85,123,NA,313
2023-04-03,asian,13,7,29,22,NA,71
2023-04-03,other,21,9,26,21,NA,77
2023-04-03,white,46,37,93,132,NA,308
2023-04-04,african_american,59,38,107,110,5380,314
2023-04-04,asian,20,11,26,33,511,90
2023-04-04,other,12,11,26,26,1256,75
2023-04-04,white,52,28,100,124,9209,304
2023-04-05,african_american,62,44,96,88,5380,290
2023-04-05,asian,12,6,35,31,511,84
2023-04-05,other,29,14,31,14,1256,88
2023-04-05,white,58,41,77,113,9210,289
2023-04-06,african_american,69,52,98,115,5381,334
2023-04-06,asian,10,3,21,32,511,66
2023-04-06,other,20,8,33,27,1256,88
2023-04-06,white,56,29,104,112,9214,301
2023-04-07,african_american,54,36,71,82,5381,243
2023-04-07,asian,10,2,22,21,511,55
2023-04-07,other,10,11,24,16,1256,61
2023-04-07,white,54,26,70,116,9217,266
2023-04-08,african_american,28,17,18,23,5382,86
2023-04-08,asian,8,9,9,19,511,45
2023-04-08,other,9,10,5,9,1256,33
2023-04-08,white,9,12,36,45,9221,102
2023-04-09,african_american,7,9,7,1,NA,24
2023-04-09,asian,1,3,3,2,NA,9
2023-04-09,other,2,0,0,3,NA,5
2023-04-09,white,4,1,6,11,NA,22
2023-04-10,african_american,81,51,100,96,NA,328
2023-04-10,asian,18,9,24,19,NA,70
2023-04-10,other,18,17,22,20,NA,77
2023-04-10,white,40,15,95,122,NA,272
2023-04-11,african_american,78,39,83,107,5383,307
2023-04-11,asian,21,6,23,25,512,75
2023-04-11,other,18,8,17,11,1257,54
2023-04-11,white,61,32,68,95,9227,256
2023-04-12,african_american,45,43,82,90,5383,260
2023-04-12,asian,14,7,12,24,512,57
2023-04-12,other,18,13,19,18,1257,68
2023-04-12,white,55,44,92,103,9231,294
2023-04-13,african_american,65,37,78,93,5384,273
2023-04-13,asian,12,12,31,12,513,67
2023-04-13,other,22,8,28,21,1258,79
2023-04-13,white,63,21,97,118,9232,299
2023-04-14,african_american,55,53,106,114,5384,328
2023-04-14,asian,15,11,21,43,513,90
2023-04-14,other,16,11,30,24,1258,81
2023-04-14,white,60,44,91,122,9236,317
2023-04-15,african_american,12,19,20,31,5385,82
2023-04-15,asian,6,1,16,18,513,41
2023-04-15,other,7,1,6,6,1258,20
2023-04-15,white,22,21,40,41,9239,124
2023-04-16,african_american,7,8,8,16,NA,39
2023-04-16,asian,8,0,3,7,NA,18
2023-04-16,other,2,1,8,2,NA,13
2023-04-16,white,9,11,16,20,NA,56
2023-04-17,african_american,63,35,86,90,NA,274
2023-04-17,asian,14,6,19,24,NA,63
2023-04-17,other,22,9,28,10,NA,69
2023-04-17,white,70,23,95,88,NA,276
2023-04-18,african_american,64,31,51,97,5387,243
2023-04-18,asian,13,10,19,19,514,61
2023-04-18,other,20,10,19,13,1259,62
2023-04-18,white,53,41,90,92,9242,276
2023-04-19,african_american,48,30,67,83,5389,228
2023-04-19,asian,9,1,30,20,515,60
2023-04-19,other,16,8,21,17,1259,62
2023-04-19,white,43,32,81,90,9245,246
2023-04-20,african_american,33,12,51,84,5389,180
2023-04-20,asian,6,5,26,14,515,51
2023-04-20,other,17,8,20,15,1259,60
2023-04-20,white,36,17,84,67,9246,204
